,Accuracy,DP Disparity
0,0.8779999999999999,0.4203089430894309
1,0.8333333333333334,0.31385365853658537
2,0.762,0.23221138211382114
3,0.7413333333333333,0.2399674796747968
4,0.6946666666666667,0.10149593495934958
5,0.6659999999999999,0.08596747967479675
6,0.6460000000000001,0.043593495934959356
7,0.632,0.030243902439024396
8,0.6173333333333333,0.012097560975609722
