,Accuracy,Demographic Disparity
0,0.8833333333333334,0.40089430894308953
1,0.8876666666666665,0.30661788617886176
2,0.8036666666666668,0.164739837398374
3,0.7384999999999999,0.06669512195121953
4,0.708,0.013016260162601623
5,0.7016666666666667,0.014585365853658539
