,Accuracy,Demographic Disparity
0,0.9049999999999999,0.36933333333333335
1,0.9105000000000001,0.339280487804878
2,0.9031666666666667,0.3100365853658536
3,0.8951666666666668,0.2861016260162601
4,0.889,0.2524065040650406
5,0.8515,0.20305284552845526
6,0.8171666666666667,0.14827235772357722
7,0.7778333333333334,0.09134552845528457
8,0.7526666666666666,0.061536585365853644
9,0.6886666666666666,0.06361788617886177
