,Accuracy,Demographic Disparity
0,0.8886666666666665,0.3468211382113822
1,0.7695000000000001,0.2203292682926829
2,0.6910000000000001,0.1280406504065041
3,0.6719999999999999,0.09853658536585366
4,0.6431666666666664,0.0628089430894309
5,0.6224999999999999,0.03358130081300813
6,0.6233333333333333,0.03602439024390243
7,0.6015,0.027662601626016258
