,Accuracy,EO Disparity
0,0.8828333333333334,0.28405067155067154
1,0.883,0.21442307692307688
2,0.8716666666666667,0.13189865689865687
3,0.8418333333333333,0.07144383394383394
4,0.8411666666666667,0.044230769230769226
5,0.8415000000000001,0.03226495726495729
